project_id,link,keyword,status
868465,https://www.archdaily.com/868465/site-museum-of-paracas-culture-barclay-and-crousse,q=Biology,
770211,https://www.archdaily.com/770211/museum-for-qujing-culture-center-hordor-design-group-plus-atelier-alter,q=Biology,
777845,https://www.archdaily.com/777845/muzeiko-childrens-science-discovery-center-lee-h-skolnick-architecture-plus-design-partnership,q=Biology,
405351,https://www.archdaily.com/405351/messner-mountain-museum-at-plan-de-corones-proposal-zaha-hadid-architects,q=Biology,
329705,https://www.archdaily.com/329705/in-progress-the-biomuseo-frank-gehry,q=Biology,
917627,https://www.archdaily.com/917627/statue-of-liberty-museum-fxcollaborative,q=Biology,
1007565,https://www.archdaily.com/1007565/bruce-museum-eskew-plus-dumez-plus-ripple,q=Biology,
1012146,https://www.archdaily.com/1012146/sanqingshan-geological-museum-uad,q=Biology,
346136,https://www.archdaily.com/346136/museum-of-underwater-antiquities-competition-entry-charry-c-bougadellis-associate-architects-georges-batzios-architects,q=Biology,
295662,https://www.archdaily.com/295662/perot-museum-of-nature-and-science-morphosis,q=Biology,
982145,https://www.archdaily.com/982145/jiangsu-garden-expo-treasure-pavilion-azl-architects,q=Biology,
771375,https://www.archdaily.com/771375/moca-yinchuan-waa,q=Geology,
562296,https://www.archdaily.com/562296/biomuseo-gehry-partners,q=Geology,
87173,https://www.archdaily.com/87173/design-museum-holon-ron-arad-architects,q=Geology,
769671,https://www.archdaily.com/769671/yunnan-museum-rocco-design-architects,q=Geology,
494214,https://www.archdaily.com/494214/museum-of-the-fangshang-geopark-biad,q=Geology,
995238,https://www.archdaily.com/995238/kobe-port-museum-taisei-design-planners-architects-and-engineers,q=Geology,
1002840,https://www.archdaily.com/1002840/gilder-center-studio-gang,q=Geology,
1015017,https://www.archdaily.com/1015017/daya-bay-nuclear-power-science-and-technology-museum-e-plus-uv-architecture-plus-huayi-design,q=Geology,
946486,https://www.archdaily.com/946486/yingliang-stone-natural-history-museum-atelier-alter-architects,q=Geology,
181955,https://www.archdaily.com/181955/musical-instrument-museum-rsp-architects,q=Geology,
975244,https://www.archdaily.com/975244/glacier-garden-museum-extension-miller-and-maranta,q=Geology,
443926,https://www.archdaily.com/443926/museum-of-the-built-environment-fxfowle-architects,q=Geology,
951617,https://www.archdaily.com/951617/longyou-museum-cuc-star-zoyo,q=Geology,
1024371,https://www.archdaily.com/1024371/x-museum-studio-nor,q=Geology,
1029062,https://www.archdaily.com/1029062/red-village-observatory-tag,category/planetarium,
1003729,https://www.archdaily.com/1003729/orionis-planetarium-and-observatory-snohetta,category/planetarium,
885801,https://www.archdaily.com/885801/observatory-machado-costa,category/planetarium,
904658,https://www.archdaily.com/904658/phillip-and-patricia-frost-museum-of-science-grimshaw-architects,category/planetarium,
885875,https://www.archdaily.com/885875/gemma-observatory-anmahian-winton-architects,category/planetarium,
44960,https://www.archdaily.com/44960/koch-center-for-science-math-technology-at-deerfield-academy-skidmore-owings-merrill,category/planetarium,
618989,https://www.archdaily.com/618989/philip-j-currie-dinosaur-museum-teeple-architects,q=Paleontology,
106666,https://www.archdaily.com/106666/water-life-museums-and-campus-lehrer-architects-and-gangi-architects,q=Paleontology,
384636,https://www.archdaily.com/384636/new-naturalis-biodiversity-center-winning-proposal-neutelings-riedijk-architecten,q=Zoology,
629342,https://www.archdaily.com/629342/neutelings-riedijk-architects-reveal-expansion-plans-for-leiden-s-naturalis-biodiversity-center,q=Zoology,
901831,https://www.archdaily.com/901831/the-steinhardt-museum-of-natural-history-kimmel-eshkolot-architects,q=Zoology,
1034203,https://www.archdaily.com/1034203/new-science-and-technology-museum-of-henan-province-tjad-atelier-l-plus,q=Technology,
1029762,https://www.archdaily.com/1029762/shenzhen-science-and-technology-museum-zaha-hadid-architects,q=Technology,
963169,https://www.archdaily.com/963169/yibin-science-and-technology-museum-tjad,q=Technology,
887199,https://www.archdaily.com/887199/suzhou-science-and-technology-museum-perkins-plus-will,q=Technology,
1030778,https://www.archdaily.com/1030778/mumo-museum-of-motorcycles-draa,q=Technology,
1029586,https://www.archdaily.com/1029586/sunner-museum-atelier-alter-architects,q=Technology,
1022554,https://www.archdaily.com/1022554/seoul-robot-and-ai-museum-melike-altinisik-architects,q=Technology,
358550,https://www.archdaily.com/358550/badouzi-harbor-j-m-lin-architect,q=Technology,
359941,https://www.archdaily.com/359941/moscow-polytechnic-museum-and-educational-center-competition-entry-3xn,q=Technology,
902420,https://www.archdaily.com/902420/rose-center-for-earth-and-space-polshek-partnership-ennead-architects,q=Technology,
899602,https://www.archdaily.com/899602/huangshi-urban-complex-aube,q=Technology,
510986,https://www.archdaily.com/510986/1911-revolution-museum-cadi,q=Technology,
1026123,https://www.archdaily.com/1026123/pietro-maria-bardi-masp-building-metro-arquitetos,q=Technology,
987596,https://www.archdaily.com/987596/chinese-tujia-pan-museum-complex-professor-li-baofengs-studio-of-hust,q=Technology,
226906,https://www.archdaily.com/226906/musevi-ten-arquitectos,q=Technology,
1022449,https://www.archdaily.com/1022449/haus-der-digitalisierung-tulln-kronaus-mitterer-architekten-zt-gmbh-plus-gallister-plus-partner,q=Technology,
949622,https://www.archdaily.com/949622/loop-of-wisdom-museum-powerhouse-company,q=Technology,
805982,https://www.archdaily.com/805982/mercedes-benz-museum-unstudio,q=Technology,
924538,https://www.archdaily.com/924538/africa-museum-in-tervuren-stephane-beel-architects,q=Technology,
7529,https://www.archdaily.com/7529/santa-maria-lighthouse-museum-aires-mateus,q=Technology,
563604,https://www.archdaily.com/563604/construction-begins-on-shift-architecture-urbanism-s-c-city-museum-district,q=Technology,
801031,https://www.archdaily.com/801031/mathematics-the-winton-gallery-zaha-hadid-architects,q=Technology,
868408,https://www.archdaily.com/868408/lascaux-iv-snohetta-plus-casson-mann,q=Technology,
796913,https://www.archdaily.com/796913/maat-al-a,q=Technology,
590484,https://www.archdaily.com/590484/moesgaard-museum-henning-larsen-architects,q=Technology,
400727,https://www.archdaily.com/400727/mucem-rudy-ricciotti,q=Technology,
261204,https://www.archdaily.com/261204/liverpool-villahermosa-inaki-echeverria,q=Technology,
795438,https://www.archdaily.com/795438/stella-matutina-museum-latelier,q=Technology,
978246,https://www.archdaily.com/978246/national-aviation-museum-of-korea-haeahn-architecture,q=Technology,
343719,https://www.archdaily.com/343719/patricia-and-phillip-frost-museum-of-science-grimshaw-architects-2,q=Technology,
365382,https://www.archdaily.com/365382/wine-thematic-center-in-torvizcon-dtr-studio,q=Technology,
778070,https://www.archdaily.com/778070/sala-caracolas-project-shift-arquitectos,q=Technology,
158137,https://www.archdaily.com/158137/madison-childrens-museum-the-kubala-washatko-architects,q=Technology,
956933,https://www.archdaily.com/956933/kuopio-museum-architects-davidsson-tarkela,q=Technology,
912547,https://www.archdaily.com/912547/museum-of-the-natural-collections-of-the-university-of-alicante-cor-asociados-arquitectos,q=Technology,
881743,https://www.archdaily.com/881743/paneum-center-coop-himmelb-l-au,q=Technology,
347211,https://www.archdaily.com/347211/ad-classics-yatsushiro-municipal-museum-toyo-ito,q=Technology,
248026,https://www.archdaily.com/248026/palais-de-tokyo-expansion-lacaton-vassal,q=Technology,
997333,https://www.archdaily.com/997333/highland-village-interpretive-centre-abbott-brown-architects,q=Technology,
246131,https://www.archdaily.com/246131/museum-of-medical-history-and-innovation-leers-weinzapfel-associates-architects,q=Technology,
918428,https://www.archdaily.com/918428/museum-of-the-bible-smithgroup,q=Technology,
555694,https://www.archdaily.com/555694/fondation-louis-vuitton-gehry-partners,q=Technology,
923490,https://www.archdaily.com/923490/the-museum-hotel-antakya-emre-arolat-architects,q=Technology,
992248,https://www.archdaily.com/992248/freedom-museum-architectural-studio-zja,q=Technology,
254235,https://www.archdaily.com/254235/alesia-museum-bernard-tschumi-architects,q=Technology,
319341,https://www.archdaily.com/319341/crystal-bridges-museum-store-marlon-blackwell-architect,q=Technology,
250870,https://www.archdaily.com/250870/the-savings-museum-migliore-servetto-architetti-associati,q=Technology,
911479,https://www.archdaily.com/911479/museum-of-troy-yalin-architectural-design,q=Technology,
1009989,https://www.archdaily.com/1009989/isbank-painting-sculpture-museum-teget,q=Technology,
988233,https://www.archdaily.com/988233/bay-area-discovery-museum-olson-kundig,q=Technology,
887105,https://www.archdaily.com/887105/zhaojun-museum-cadg-qistudio,q=Technology,
211688,https://www.archdaily.com/211688/schlossmuseum-linz-hog-architektur,q=Technology,
973483,https://www.archdaily.com/973483/narbo-via-museum-foster-plus-partners,q=Technology,
933379,https://www.archdaily.com/933379/railway-museum-max-dudler,q=Technology,
593898,https://www.archdaily.com/593898/museum-of-the-sea-in-sete-c-d-architecture,q=Technology,
103964,https://www.archdaily.com/103964/ad-classics-getty-center-richard-meier-partners-architects,q=Technology,
585185,https://www.archdaily.com/585185/vorarlberg-museum-bregenz-austria-cukrowicz-nachbaur-architekte,q=Technology,
1022150,https://www.archdaily.com/1022150/malba-puertos-estudio-herreros,q=Technology,
886538,https://www.archdaily.com/886538/zhujiadian-brick-kiln-museum-land-based-rationalism-d-r-c,q=Technology,
966591,https://www.archdaily.com/966591/kids-museum-of-glass-coordination-asia,q=Technology,
947656,https://www.archdaily.com/947656/lindt-home-of-chocolate-christ-and-gantenbein,q=Technology,
1024366,https://www.archdaily.com/1024366/oman-across-ages-museum-cox-architecture,q=Technology,
115031,https://www.archdaily.com/115031/horno-3-steel-museum-grimshaw,q=Technology,
374418,https://www.archdaily.com/374418/dornier-museum-allmann-sattler-wappner-architekten,q=Technology,
975692,https://www.archdaily.com/975692/the-museum-tower-kyobashi-nikken-sekkei,q=Technology,
785910,https://www.archdaily.com/785910/kunstmuseum-basel-christ-and-gantenbein,q=Technology,
546042,https://www.archdaily.com/546042/domunder-jddvarchitects,q=Technology,
23412,https://www.archdaily.com/23412/museum-of-tolerance-yazdani-studio,q=Technology,
253958,https://www.archdaily.com/253958/enzo-ferrari-museum-future-systems,q=Technology,
999537,https://www.archdaily.com/999537/museum-paleis-het-loo-kaan-architecten,q=Technology,
423101,https://www.archdaily.com/423101/muse-renzo-piano,q=Technology,
1013811,https://www.archdaily.com/1013811/anrenfang-heritage-museum-and-anren-station-ddb-architects,q=Technology,
786104,https://www.archdaily.com/786104/museo-internacional-del-barroco-toyo-ito-and-associates-architects,q=Technology,
382642,https://www.archdaily.com/382642/forn-de-la-vila-de-lliria-restoration-and-musealization-hidalgomora-arquitectura,q=Technology,
